Channels number:3
Time limit (s)3600
Instance name ;|I| ;|J|; CPLEX LB; CPLEX UB; CPLEX time
optim_instances/Instance_MAP1B_1_1.dat;13;23;30;30;0.595
optim_instances/Instance_MAP1B_1_2.dat;13;23;50;50;0.141
optim_instances/Instance_MAP1B_1_3.dat;13;23;20;20;1.243
optim_instances/Instance_MAP1B_2_1.dat;30;24;40;40;4.193
optim_instances/Instance_MAP1B_2_2.dat;30;24;90;90;0.893
optim_instances/Instance_MAP1B_2_3.dat;30;24;40;40;13.845
optim_instances/Instance_MAP2B_0_1.dat;22;24;50;50;0.126
optim_instances/Instance_MAP2B_0_2.dat;22;24;1150;1150;0.036
optim_instances/Instance_MAP2B_0_3.dat;22;24;30;30;0.704
optim_instances/Instance_MAP2B_1_1.dat;39;35;100;100;1.993
optim_instances/Instance_MAP2B_1_2.dat;39;35;870;870;0.447
optim_instances/Instance_MAP2B_1_3.dat;39;35;60;60;5.256
optim_instances/Instance_MAP2B_2_1.dat;47;56;100;100;4.822
optim_instances/Instance_MAP2B_2_2.dat;47;56;500;500;2.888
optim_instances/Instance_MAP2B_2_3.dat;47;56;60;60;58.599
optim_instances/Instance_MAP3B_0_1.dat;18;25;50;50;0.418
optim_instances/Instance_MAP3B_0_2.dat;18;25;580;580;0.076
optim_instances/Instance_MAP3B_0_3.dat;18;25;30;30;2.777
optim_instances/Instance_MAP3B_1_1.dat;45;40;60;60;48.062
optim_instances/Instance_MAP3B_1_2.dat;45;40;430;430;23.735
optim_instances/Instance_MAP3B_1_3.dat;45;40;60;60;131.417
optim_instances/Instance_MAP3B_2_1.dat;73;62;115;130;3603.6
optim_instances/Instance_MAP3B_2_2.dat;73;62;1650;1650;3546.85
optim_instances/Instance_MAP3B_2_3.dat;73;62;95;130;3608.2
optim_instances/Instance_MAP4B_0_1.dat;26;38;60;60;2.185
optim_instances/Instance_MAP4B_0_2.dat;26;38;280;280;0.358
optim_instances/Instance_MAP4B_0_3.dat;26;38;40;40;8.869
optim_instances/Instance_MAP4B_1_1.dat;41;36;160;160;1.205
optim_instances/Instance_MAP4B_1_2.dat;41;36;1270;1270;0.171
optim_instances/Instance_MAP4B_1_3.dat;41;36;380;380;6.57
optim_instances/Instance_MAP4B_2_1.dat;56;41;200;200;1.294
optim_instances/Instance_MAP4B_2_2.dat;56;41;1350;1350;0.601
optim_instances/Instance_MAP4B_2_3.dat;56;41;90;90;30.877
optim_instances/Instance_MAP5B_0_1.dat;45;39;130;130;7.28
optim_instances/Instance_MAP5B_0_2.dat;45;39;960;960;7.276
optim_instances/Instance_MAP5B_0_3.dat;45;39;560;560;74.886
optim_instances/Instance_MAP5B_1_1.dat;78;70;123.75;150;3603.97
optim_instances/Instance_MAP5B_1_2.dat;78;70;240;240;10.18
optim_instances/Instance_MAP5B_1_3.dat;78;70;110;110;1204.45
optim_instances/Instance_MAP5B_2_1.dat;101;115;210;210;1171.78
optim_instances/Instance_MAP5B_2_2.dat;101;115;650;650;419.163
optim_instances/Instance_MAP5B_2_3.dat;101;115;280;280;1001.71
optim_instances/Instance_MAP6B_0_1.dat;92;84;170;170;1347.62
optim_instances/Instance_MAP6B_0_2.dat;92;84;2080;2080;148.414
optim_instances/Instance_MAP6B_0_3.dat;92;84;130;130;944.017
optim_instances/Instance_MAP6B_1_1.dat;112;155;430;430;325.064
optim_instances/Instance_MAP6B_1_2.dat;112;155;2570;2570;80.473
optim_instances/Instance_MAP6B_1_3.dat;112;155;571.2;960;3635.07
optim_instances/Instance_MAP6B_2_1.dat;181;175;370;470;3657.27
optim_instances/Instance_MAP6B_2_2.dat;181;175;2784.34;3700;3617.35
optim_instances/Instance_MAP6B_2_3.dat;181;175;1221.25;17910;3758.39
