Channels number ;6
Perturbation : 1.5
Instance name ;|I| ;|J|;RH1 UB;RH1 time;RH2 UB;RH2 time
optim_instances/Instance_MAP6A_1_1.dat;112;155;430;1.346;430;1.346
optim_instances/Instance_MAP6A_1_2.dat;112;155;2840;0.908;2840;0.908
optim_instances/Instance_MAP6A_1_3.dat;112;155;680;2.126;680;2.126
optim_instances/Instance_MAP6A_2_1.dat;181;175;350;8.494;350;8.494
optim_instances/Instance_MAP6A_2_2.dat;181;175;2790;100.498;2790;387.563
optim_instances/Instance_MAP6A_2_3.dat;181;175;2820;102.175;2820;405.034
optim_instances/Instance_MAP1B_0_1.dat;19;13;30;0.06;30;0.06
optim_instances/Instance_MAP1B_0_2.dat;19;13;140;0.045;140;0.045
optim_instances/Instance_MAP1B_0_3.dat;19;13;30;0.059;30;0.059
optim_instances/Instance_MAP1B_1_1.dat;13;23;30;0.031;30;0.031
optim_instances/Instance_MAP1B_1_2.dat;13;23;50;0.025;50;0.025
optim_instances/Instance_MAP1B_1_3.dat;13;23;20;0.032;20;0.032
optim_instances/Instance_MAP1B_2_1.dat;30;24;40;0.099;40;0.099
optim_instances/Instance_MAP1B_2_2.dat;30;24;80;0.112;80;0.112
optim_instances/Instance_MAP1B_2_3.dat;30;24;40;0.302;40;0.302
optim_instances/Instance_MAP2B_0_1.dat;22;24;50;0.06;50;0.06
optim_instances/Instance_MAP2B_0_2.dat;22;24;280;0.046;280;0.046
optim_instances/Instance_MAP2B_0_3.dat;22;24;30;0.065;30;0.065
optim_instances/Instance_MAP2B_1_1.dat;39;35;100;0.105;100;0.105
optim_instances/Instance_MAP2B_1_2.dat;39;35;860;0.098;860;0.098
optim_instances/Instance_MAP2B_1_3.dat;39;35;60;0.283;60;0.283
optim_instances/Instance_MAP2B_2_1.dat;47;56;80;0.33;80;0.331
optim_instances/Instance_MAP2B_2_2.dat;47;56;280;0.208;280;0.208
optim_instances/Instance_MAP2B_2_3.dat;47;56;60;0.36;60;0.36
optim_instances/Instance_MAP3B_0_1.dat;18;25;50;0.038;50;0.038
optim_instances/Instance_MAP3B_0_2.dat;18;25;300;0.043;300;0.043
optim_instances/Instance_MAP3B_0_3.dat;18;25;30;0.25;30;0.25
optim_instances/Instance_MAP3B_1_1.dat;45;40;60;0.24;60;0.24
optim_instances/Instance_MAP3B_1_2.dat;45;40;240;0.25;240;0.25
optim_instances/Instance_MAP3B_1_3.dat;45;40;60;0.435;60;0.435
optim_instances/Instance_MAP3B_2_1.dat;73;62;130;1.135;120;61.639
optim_instances/Instance_MAP3B_2_2.dat;73;62;1160;0.684;1060;3.245
optim_instances/Instance_MAP3B_2_3.dat;73;62;1190;85.002;100;145.503
optim_instances/Instance_MAP4B_0_1.dat;26;38;60;0.064;60;0.064
optim_instances/Instance_MAP4B_0_2.dat;26;38;280;0.053;280;0.053
optim_instances/Instance_MAP4B_0_3.dat;26;38;40;0.085;40;0.085
optim_instances/Instance_MAP4B_1_1.dat;41;36;160;0.303;160;0.303
optim_instances/Instance_MAP4B_1_2.dat;41;36;1270;0.09;1270;0.09
optim_instances/Instance_MAP4B_1_3.dat;41;36;380;0.151;380;0.151
optim_instances/Instance_MAP4B_2_1.dat;56;41;200;0.21;200;0.21
optim_instances/Instance_MAP4B_2_2.dat;56;41;1340;0.203;1340;0.203
optim_instances/Instance_MAP4B_2_3.dat;56;41;90;0.543;90;0.543
optim_instances/Instance_MAP5B_0_1.dat;45;39;130;0.168;130;0.168
optim_instances/Instance_MAP5B_0_2.dat;45;39;850;0.108;850;0.108
optim_instances/Instance_MAP5B_0_3.dat;45;39;560;0.561;560;0.561
optim_instances/Instance_MAP5B_1_1.dat;78;70;150;0.563;150;0.563
optim_instances/Instance_MAP5B_1_2.dat;78;70;230;0.395;230;0.395
optim_instances/Instance_MAP5B_1_3.dat;78;70;110;1.048;110;1.048
optim_instances/Instance_MAP5B_2_1.dat;101;115;210;0.829;210;0.829
optim_instances/Instance_MAP5B_2_2.dat;101;115;440;0.706;440;0.706
optim_instances/Instance_MAP5B_2_3.dat;101;115;280;1.639;280;1.64
optim_instances/Instance_MAP6B_0_1.dat;92;84;160;0.945;160;0.945
optim_instances/Instance_MAP6B_0_2.dat;92;84;1780;0.655;1780;0.655
optim_instances/Instance_MAP6B_0_3.dat;92;84;130;1.554;130;1.554
optim_instances/Instance_MAP6B_1_1.dat;112;155;430;1.049;430;1.049
optim_instances/Instance_MAP6B_1_2.dat;112;155;2460;0.657;2460;0.657
optim_instances/Instance_MAP6B_1_3.dat;112;155;580;1.837;580;1.837
optim_instances/Instance_MAP6B_2_1.dat;181;175;370;9.085;370;9.085
optim_instances/Instance_MAP6B_2_2.dat;181;175;2680;6.23;2680;6.23
optim_instances/Instance_MAP6B_2_3.dat;181;175;1520;56.274;1520;362.328
