Channels number ;3
Perturbation : 4
Instance name ;|I| ;|J|;RH1 UB;RH1 time;RH2 UB;RH2 time
optim_instances/Instance_MAP2B_1_1.dat;39;35;130;0.043;130;0.043
optim_instances/Instance_MAP2B_1_2.dat;39;35;1090;0.062;1090;0.062
optim_instances/Instance_MAP2B_1_3.dat;39;35;180;1.903;80;2.324
optim_instances/Instance_MAP2B_2_1.dat;47;56;130;0.107;120;2.09
optim_instances/Instance_MAP2B_2_2.dat;47;56;710;0.074;710;0.074
optim_instances/Instance_MAP2B_2_3.dat;47;56;70;2.22;70;2.22
optim_instances/Instance_MAP3B_0_1.dat;18;25;50;0.031;50;0.031
optim_instances/Instance_MAP3B_0_2.dat;18;25;400;0.052;310;0.118
optim_instances/Instance_MAP3B_0_3.dat;18;25;40;0.024;40;0.024
optim_instances/Instance_MAP3B_1_1.dat;45;40;60;0.13;60;0.13
optim_instances/Instance_MAP3B_1_2.dat;45;40;340;0.196;240;2.613
optim_instances/Instance_MAP3B_1_3.dat;45;40;160;0.128;60;0.79
optim_instances/Instance_MAP3B_2_1.dat;73;62;180;0.427;170;60.627
optim_instances/Instance_MAP3B_2_2.dat;73;62;1370;0.254;1270;4.563
optim_instances/Instance_MAP3B_2_3.dat;73;62;630;2.744;330;51.689
optim_instances/Instance_MAP4B_0_1.dat;26;38;70;0.037;70;0.037
optim_instances/Instance_MAP4B_0_2.dat;26;38;390;0.058;390;3.829
optim_instances/Instance_MAP4B_0_3.dat;26;38;40;0.901;40;0.901
optim_instances/Instance_MAP4B_1_1.dat;41;36;180;0.051;180;0.051
optim_instances/Instance_MAP4B_1_2.dat;41;36;1480;0.039;1480;0.039
optim_instances/Instance_MAP4B_1_3.dat;41;36;400;0.057;400;0.057
optim_instances/Instance_MAP4B_2_1.dat;56;41;230;0.069;230;0.069
optim_instances/Instance_MAP4B_2_2.dat;56;41;1920;0.072;1920;0.072
optim_instances/Instance_MAP4B_2_3.dat;56;41;150;0.158;150;0.158
optim_instances/Instance_MAP5B_0_1.dat;45;39;130;1.567;130;1.567
optim_instances/Instance_MAP5B_0_2.dat;45;39;1430;0.209;1230;4.307
optim_instances/Instance_MAP5B_0_3.dat;45;39;760;1.569;660;7.542
optim_instances/Instance_MAP5B_1_1.dat;78;70;160;0.443;150;60.802
optim_instances/Instance_MAP5B_1_2.dat;78;70;720;1.679;520;8.29
optim_instances/Instance_MAP5B_1_3.dat;78;70;700;1.305;110;61.674
optim_instances/Instance_MAP5B_2_1.dat;101;115;220;0.888;210;61.534
optim_instances/Instance_MAP5B_2_2.dat;101;115;1410;1.457;840;17.434
optim_instances/Instance_MAP5B_2_3.dat;101;115;1080;5.795;670;66.716
optim_instances/Instance_MAP6B_0_1.dat;92;84;240;2.396;200;63.488
optim_instances/Instance_MAP6B_0_2.dat;92;84;2840;3.953;2360;10.2
optim_instances/Instance_MAP6B_0_3.dat;92;84;1340;3.359;540;64.75
optim_instances/Instance_MAP6B_1_1.dat;112;155;480;0.699;450;48.664
optim_instances/Instance_MAP6B_1_2.dat;112;155;2850;1.787;2750;19.007
optim_instances/Instance_MAP6B_1_3.dat;112;155;2570;2.044;1780;177.045
optim_instances/Instance_MAP6B_2_1.dat;181;175;490;60.808;490;170.759
optim_instances/Instance_MAP6B_2_2.dat;181;175;5080;100.33;5080;263.477
optim_instances/Instance_MAP6B_2_3.dat;181;175;6530;101.168;5910;268.651
