Channels number ;3
Perturbation : 1.2
Instance name ;|I| ;|J|;RH1 UB;RH1 time;RH2 UB;RH2 time
optim_instances/Instance_MAP5A_0_3.dat;45;39;770;2.893;670;9.458
optim_instances/Instance_MAP5A_1_1.dat;78;70;200;0.611;150;60.941
optim_instances/Instance_MAP5A_1_2.dat;78;70;980;0.875;700;7.579
optim_instances/Instance_MAP5A_1_3.dat;78;70;920;3.588;320;20.896
optim_instances/Instance_MAP5A_2_1.dat;101;115;210;0.403;210;0.403
optim_instances/Instance_MAP5A_2_2.dat;101;115;1210;3.288;740;18.377
optim_instances/Instance_MAP5A_2_3.dat;101;115;380;5.254;380;66.893
optim_instances/Instance_MAP6A_0_1.dat;92;84;250;7.974;200;35.501
optim_instances/Instance_MAP6A_0_2.dat;92;84;2310;1.32;1740;13.002
optim_instances/Instance_MAP6A_0_3.dat;92;84;2620;8.701;1430;71.633
optim_instances/Instance_MAP6A_1_1.dat;112;155;470;0.707;470;62.612
optim_instances/Instance_MAP6A_1_2.dat;112;155;3430;22.138;3400;58.19
optim_instances/Instance_MAP6A_1_3.dat;112;155;1720;7.271;1500;70.203
optim_instances/Instance_MAP6A_2_1.dat;181;175;580;102.96;480;3923.63
optim_instances/Instance_MAP6A_2_2.dat;181;175;5110;100.332;5110;263.652
optim_instances/Instance_MAP6A_2_3.dat;181;175;6210;101.172;2040;1070.89
optim_instances/Instance_MAP1B_0_1.dat;19;13;40;0.093;40;0.093
optim_instances/Instance_MAP1B_0_2.dat;19;13;160;0.04;160;0.04
optim_instances/Instance_MAP1B_0_3.dat;19;13;30;0.038;30;0.038
optim_instances/Instance_MAP1B_1_1.dat;13;23;40;0.022;40;0.022
optim_instances/Instance_MAP1B_1_2.dat;13;23;170;0.039;170;0.04
optim_instances/Instance_MAP1B_1_3.dat;13;23;30;0.028;30;0.028
optim_instances/Instance_MAP1B_2_1.dat;30;24;60;0.043;60;0.043
optim_instances/Instance_MAP1B_2_2.dat;30;24;120;0.058;120;0.058
optim_instances/Instance_MAP1B_2_3.dat;30;24;40;0.074;40;0.074
optim_instances/Instance_MAP2B_0_1.dat;22;24;60;0.034;60;0.034
optim_instances/Instance_MAP2B_0_2.dat;22;24;400;0.048;400;0.048
optim_instances/Instance_MAP2B_0_3.dat;22;24;40;0.037;40;0.037
optim_instances/Instance_MAP2B_1_1.dat;39;35;130;0.053;130;0.053
optim_instances/Instance_MAP2B_1_2.dat;39;35;1090;0.073;1090;0.073
optim_instances/Instance_MAP2B_1_3.dat;39;35;180;1.508;80;2.823
optim_instances/Instance_MAP2B_2_1.dat;47;56;130;0.119;120;1.993
optim_instances/Instance_MAP2B_2_2.dat;47;56;710;0.069;710;0.069
optim_instances/Instance_MAP2B_2_3.dat;47;56;70;0.791;70;0.791
optim_instances/Instance_MAP3B_0_1.dat;18;25;50;0.032;50;0.032
optim_instances/Instance_MAP3B_0_2.dat;18;25;400;0.055;310;0.119
optim_instances/Instance_MAP3B_0_3.dat;18;25;40;0.024;40;0.024
optim_instances/Instance_MAP3B_1_1.dat;45;40;60;0.138;60;0.138
optim_instances/Instance_MAP3B_1_2.dat;45;40;340;0.213;340;4.254
optim_instances/Instance_MAP3B_1_3.dat;45;40;160;0.137;60;0.796
optim_instances/Instance_MAP3B_2_1.dat;73;62;180;0.413;170;60.629
optim_instances/Instance_MAP3B_2_2.dat;73;62;1370;0.26;1180;4.615
optim_instances/Instance_MAP3B_2_3.dat;73;62;630;2.639;330;36.029
optim_instances/Instance_MAP4B_0_1.dat;26;38;70;0.036;70;0.036
optim_instances/Instance_MAP4B_0_2.dat;26;38;390;0.056;390;3.761
optim_instances/Instance_MAP4B_0_3.dat;26;38;40;0.766;40;0.766
optim_instances/Instance_MAP4B_1_1.dat;41;36;180;0.055;180;0.055
optim_instances/Instance_MAP4B_1_2.dat;41;36;1480;0.042;1480;0.042
optim_instances/Instance_MAP4B_1_3.dat;41;36;400;0.063;400;0.063
optim_instances/Instance_MAP4B_2_1.dat;56;41;230;0.073;230;0.073
optim_instances/Instance_MAP4B_2_2.dat;56;41;1920;0.073;1920;0.073
optim_instances/Instance_MAP4B_2_3.dat;56;41;150;0.164;150;0.165
optim_instances/Instance_MAP5B_0_1.dat;45;39;130;2.325;130;2.325
optim_instances/Instance_MAP5B_0_2.dat;45;39;1430;0.205;1240;4.601
optim_instances/Instance_MAP5B_0_3.dat;45;39;760;1.136;760;12.957
optim_instances/Instance_MAP5B_1_1.dat;78;70;160;0.452;160;60.754
optim_instances/Instance_MAP5B_1_2.dat;78;70;720;1.689;520;7.521
optim_instances/Instance_MAP5B_1_3.dat;78;70;700;1.859;210;62.289
optim_instances/Instance_MAP5B_2_1.dat;101;115;220;1.13;210;61.802
optim_instances/Instance_MAP5B_2_2.dat;101;115;1410;1.453;840;16.844
optim_instances/Instance_MAP5B_2_3.dat;101;115;1080;3.491;580;64.374
optim_instances/Instance_MAP6B_0_1.dat;92;84;240;2.387;180;63.247
optim_instances/Instance_MAP6B_0_2.dat;92;84;2840;3.72;2450;10.806
optim_instances/Instance_MAP6B_0_3.dat;92;84;1340;3.819;440;49.268
optim_instances/Instance_MAP6B_1_1.dat;112;155;480;0.704;450;49.425
optim_instances/Instance_MAP6B_1_2.dat;112;155;2850;1.725;2750;22.039
optim_instances/Instance_MAP6B_1_3.dat;112;155;2570;2.39;1780;167.684
optim_instances/Instance_MAP6B_2_1.dat;181;175;490;59.752;490;169.034
optim_instances/Instance_MAP6B_2_2.dat;181;175;5100;100.296;5100;264.335
optim_instances/Instance_MAP6B_2_3.dat;181;175;6530;101.124;5910;269.103
