Channels number ;6
Perturbation : 3
Instance name ;|I| ;|J|;RH1 UB;RH1 time;RH2 UB;RH2 time
optim_instances/Instance_MAP3B_0_1.dat;18;25;50;0.037;50;0.037
optim_instances/Instance_MAP3B_0_2.dat;18;25;310;0.056;310;0.056
optim_instances/Instance_MAP3B_0_3.dat;18;25;40;0.028;40;0.028
optim_instances/Instance_MAP3B_1_1.dat;45;40;60;0.179;60;0.179
optim_instances/Instance_MAP3B_1_2.dat;45;40;240;0.264;240;0.264
optim_instances/Instance_MAP3B_1_3.dat;45;40;60;0.198;60;0.198
optim_instances/Instance_MAP3B_2_1.dat;73;62;170;0.442;170;0.442
optim_instances/Instance_MAP3B_2_2.dat;73;62;1080;0.343;1080;0.343
optim_instances/Instance_MAP3B_2_3.dat;73;62;130;2.271;130;2.271
optim_instances/Instance_MAP4B_0_1.dat;26;38;70;0.076;70;0.076
optim_instances/Instance_MAP4B_0_2.dat;26;38;300;0.068;300;0.068
optim_instances/Instance_MAP4B_0_3.dat;26;38;40;0.607;40;0.607
optim_instances/Instance_MAP4B_1_1.dat;41;36;180;0.06;180;0.06
optim_instances/Instance_MAP4B_1_2.dat;41;36;1480;0.063;1480;0.063
optim_instances/Instance_MAP4B_1_3.dat;41;36;400;0.088;400;0.088
optim_instances/Instance_MAP4B_2_1.dat;56;41;230;0.11;230;0.11
optim_instances/Instance_MAP4B_2_2.dat;56;41;1920;0.123;1920;0.123
optim_instances/Instance_MAP4B_2_3.dat;56;41;150;0.3;150;0.3
optim_instances/Instance_MAP5B_0_1.dat;45;39;130;1.62;130;1.621
optim_instances/Instance_MAP5B_0_2.dat;45;39;850;0.112;850;0.112
optim_instances/Instance_MAP5B_0_3.dat;45;39;560;1.484;560;1.484
optim_instances/Instance_MAP5B_1_1.dat;78;70;150;0.675;150;0.675
optim_instances/Instance_MAP5B_1_2.dat;78;70;230;0.436;230;0.436
optim_instances/Instance_MAP5B_1_3.dat;78;70;110;1.42;110;1.42
optim_instances/Instance_MAP5B_2_1.dat;101;115;210;1.308;210;1.308
optim_instances/Instance_MAP5B_2_2.dat;101;115;440;0.766;440;0.766
optim_instances/Instance_MAP5B_2_3.dat;101;115;280;3.205;280;3.205
optim_instances/Instance_MAP6B_0_1.dat;92;84;170;1.712;170;1.712
optim_instances/Instance_MAP6B_0_2.dat;92;84;1780;0.908;1780;0.908
optim_instances/Instance_MAP6B_0_3.dat;92;84;140;2.318;140;2.318
optim_instances/Instance_MAP6B_1_1.dat;112;155;450;0.74;450;0.74
optim_instances/Instance_MAP6B_1_2.dat;112;155;2460;0.624;2460;0.624
optim_instances/Instance_MAP6B_1_3.dat;112;155;1500;2.64;710;185.639
optim_instances/Instance_MAP6B_2_1.dat;181;175;390;3.212;390;3.212
optim_instances/Instance_MAP6B_2_2.dat;181;175;2680;2.109;2680;2.109
optim_instances/Instance_MAP6B_2_3.dat;181;175;1240;16.072;1240;16.072
