Channels number ;3
Perturbation : 2
Instance name ;|I| ;|J|;RH1 UB;RH1 time;RH2 UB;RH2 time
optim_instances/Instance_MAP3A_2_3.dat;73;62;330;2.092;130;62.405
optim_instances/Instance_MAP4A_0_1.dat;26;38;60;0.063;60;0.063
optim_instances/Instance_MAP4A_0_2.dat;26;38;400;0.135;210;0.316
optim_instances/Instance_MAP4A_0_3.dat;26;38;40;0.065;40;0.065
optim_instances/Instance_MAP4A_1_1.dat;41;36;190;0.088;190;0.088
optim_instances/Instance_MAP4A_1_2.dat;41;36;1010;0.057;1010;0.057
optim_instances/Instance_MAP4A_1_3.dat;41;36;380;0.051;380;0.051
optim_instances/Instance_MAP4A_2_1.dat;56;41;210;0.141;210;0.141
optim_instances/Instance_MAP4A_2_2.dat;56;41;1630;0.069;1630;0.069
optim_instances/Instance_MAP4A_2_3.dat;56;41;230;1.152;130;1.982
optim_instances/Instance_MAP5A_0_1.dat;45;39;130;0.095;130;0.095
optim_instances/Instance_MAP5A_0_2.dat;45;39;1200;0.162;910;3.914
optim_instances/Instance_MAP5A_0_3.dat;45;39;770;2.773;670;8.507
optim_instances/Instance_MAP5A_1_1.dat;78;70;200;0.588;150;60.995
optim_instances/Instance_MAP5A_1_2.dat;78;70;980;0.813;700;7.479
optim_instances/Instance_MAP5A_1_3.dat;78;70;920;3.705;220;24.852
optim_instances/Instance_MAP5A_2_1.dat;101;115;210;0.397;210;0.397
optim_instances/Instance_MAP5A_2_2.dat;101;115;1210;3.893;740;18.828
optim_instances/Instance_MAP5A_2_3.dat;101;115;380;5.58;380;66.6
optim_instances/Instance_MAP6A_0_1.dat;92;84;250;7.17;170;24.98
optim_instances/Instance_MAP6A_0_2.dat;92;84;2310;1.272;1750;12.555
optim_instances/Instance_MAP6A_0_3.dat;92;84;2620;8.851;1230;70.377
optim_instances/Instance_MAP6A_1_1.dat;112;155;470;0.613;470;53.76
optim_instances/Instance_MAP6A_1_2.dat;112;155;3430;28.111;3400;62.156
optim_instances/Instance_MAP6A_1_3.dat;112;155;1720;7.204;1020;72.33
optim_instances/Instance_MAP6A_2_1.dat;181;175;580;102.358;460;3917.23
optim_instances/Instance_MAP6A_2_2.dat;181;175;5100;100.335;5100;263.712
optim_instances/Instance_MAP6A_2_3.dat;181;175;6210;101.018;2740;1055.96
optim_instances/Instance_MAP1B_0_1.dat;19;13;40;0.037;40;0.037
optim_instances/Instance_MAP1B_0_2.dat;19;13;160;0.029;160;0.029
optim_instances/Instance_MAP1B_0_3.dat;19;13;30;0.032;30;0.032
optim_instances/Instance_MAP1B_1_1.dat;13;23;40;0.02;40;0.02
optim_instances/Instance_MAP1B_1_2.dat;13;23;170;0.023;170;0.023
optim_instances/Instance_MAP1B_1_3.dat;13;23;30;0.02;30;0.02
optim_instances/Instance_MAP1B_2_1.dat;30;24;60;0.033;60;0.033
optim_instances/Instance_MAP1B_2_2.dat;30;24;120;0.051;120;0.051
optim_instances/Instance_MAP1B_2_3.dat;30;24;40;0.071;40;0.071
optim_instances/Instance_MAP2B_0_1.dat;22;24;60;0.03;60;0.03
optim_instances/Instance_MAP2B_0_2.dat;22;24;400;0.042;400;0.042
optim_instances/Instance_MAP2B_0_3.dat;22;24;40;0.035;40;0.035
optim_instances/Instance_MAP2B_1_1.dat;39;35;130;0.048;130;0.048
optim_instances/Instance_MAP2B_1_2.dat;39;35;1090;0.069;1090;0.069
optim_instances/Instance_MAP2B_1_3.dat;39;35;180;1.959;80;2.352
optim_instances/Instance_MAP2B_2_1.dat;47;56;130;0.111;120;2.019
optim_instances/Instance_MAP2B_2_2.dat;47;56;710;0.08;710;0.08
optim_instances/Instance_MAP2B_2_3.dat;47;56;70;1.669;70;1.669
optim_instances/Instance_MAP3B_0_1.dat;18;25;50;0.029;50;0.03
optim_instances/Instance_MAP3B_0_2.dat;18;25;400;0.048;310;0.111
optim_instances/Instance_MAP3B_0_3.dat;18;25;40;0.024;40;0.024
optim_instances/Instance_MAP3B_1_1.dat;45;40;60;0.126;60;0.126
optim_instances/Instance_MAP3B_1_2.dat;45;40;340;0.198;240;4.108
optim_instances/Instance_MAP3B_1_3.dat;45;40;160;0.128;60;2.091
optim_instances/Instance_MAP3B_2_1.dat;73;62;180;0.404;170;60.573
optim_instances/Instance_MAP3B_2_2.dat;73;62;1370;0.252;1180;4.616
optim_instances/Instance_MAP3B_2_3.dat;73;62;630;3.055;430;63.574
optim_instances/Instance_MAP4B_0_1.dat;26;38;70;0.038;70;0.038
optim_instances/Instance_MAP4B_0_2.dat;26;38;390;0.062;390;3.699
optim_instances/Instance_MAP4B_0_3.dat;26;38;40;0.854;40;0.854
optim_instances/Instance_MAP4B_1_1.dat;41;36;180;0.051;180;0.051
optim_instances/Instance_MAP4B_1_2.dat;41;36;1480;0.04;1480;0.04
optim_instances/Instance_MAP4B_1_3.dat;41;36;400;0.061;400;0.061
optim_instances/Instance_MAP4B_2_1.dat;56;41;230;0.072;230;0.072
optim_instances/Instance_MAP4B_2_2.dat;56;41;1920;0.072;1920;0.073
optim_instances/Instance_MAP4B_2_3.dat;56;41;150;0.16;150;0.16
optim_instances/Instance_MAP5B_0_1.dat;45;39;130;1.932;130;1.932
optim_instances/Instance_MAP5B_0_2.dat;45;39;1430;0.206;1330;3.872
optim_instances/Instance_MAP5B_0_3.dat;45;39;760;1.417;660;11.438
optim_instances/Instance_MAP5B_1_1.dat;78;70;160;0.445;150;60.71
optim_instances/Instance_MAP5B_1_2.dat;78;70;720;1.693;520;7.518
optim_instances/Instance_MAP5B_1_3.dat;78;70;700;1.49;110;61.861
optim_instances/Instance_MAP5B_2_1.dat;101;115;220;1.354;210;62.037
optim_instances/Instance_MAP5B_2_2.dat;101;115;1410;1.548;840;16.987
optim_instances/Instance_MAP5B_2_3.dat;101;115;1080;3.321;1080;64.072
optim_instances/Instance_MAP6B_0_1.dat;92;84;240;2.542;190;63.898
optim_instances/Instance_MAP6B_0_2.dat;92;84;2840;4.091;2360;10.373
optim_instances/Instance_MAP6B_0_3.dat;92;84;1340;3.034;440;64.232
optim_instances/Instance_MAP6B_1_1.dat;112;155;480;0.772;450;45.157
optim_instances/Instance_MAP6B_1_2.dat;112;155;2850;1.723;2750;21.134
optim_instances/Instance_MAP6B_1_3.dat;112;155;2570;1.959;1780;185.579
optim_instances/Instance_MAP6B_2_1.dat;181;175;490;59.639;490;169.675
optim_instances/Instance_MAP6B_2_2.dat;181;175;5100;100.272;5100;263.403
optim_instances/Instance_MAP6B_2_3.dat;181;175;6530;101.102;5910;269.88
