Channels number ;6
Perturbation : 4
Instance name ;|I| ;|J|;RH1 UB;RH1 time;RH2 UB;RH2 time
optim_instances/Instance_MAP4A_2_1.dat;56;41;210;0.19;210;0.19
optim_instances/Instance_MAP4A_2_2.dat;56;41;1630;0.096;1630;0.096
optim_instances/Instance_MAP4A_2_3.dat;56;41;130;1.405;130;1.405
optim_instances/Instance_MAP5A_0_1.dat;45;39;130;0.152;130;0.152
optim_instances/Instance_MAP5A_0_2.dat;45;39;620;0.141;620;0.141
optim_instances/Instance_MAP5A_0_3.dat;45;39;570;4.649;570;4.649
optim_instances/Instance_MAP5A_1_1.dat;78;70;150;0.744;150;0.744
optim_instances/Instance_MAP5A_1_2.dat;78;70;210;0.475;210;0.475
optim_instances/Instance_MAP5A_1_3.dat;78;70;120;5.407;120;5.407
optim_instances/Instance_MAP5A_2_1.dat;101;115;210;0.767;210;0.767
optim_instances/Instance_MAP5A_2_2.dat;101;115;440;3.06;440;3.06
optim_instances/Instance_MAP5A_2_3.dat;101;115;180;7.867;180;7.867
optim_instances/Instance_MAP6A_0_1.dat;92;84;170;2.237;170;2.237
optim_instances/Instance_MAP6A_0_2.dat;92;84;1160;0.818;1160;0.818
optim_instances/Instance_MAP6A_0_3.dat;92;84;330;9.26;230;70.745
optim_instances/Instance_MAP6A_1_1.dat;112;155;450;0.829;450;0.829
optim_instances/Instance_MAP6A_1_2.dat;112;155;2840;0.868;2840;0.868
optim_instances/Instance_MAP6A_1_3.dat;112;155;720;5.005;720;5.005
optim_instances/Instance_MAP6A_2_1.dat;181;175;360;7.028;360;7.028
optim_instances/Instance_MAP6A_2_2.dat;181;175;2510;100.453;2510;263.806
optim_instances/Instance_MAP6A_2_3.dat;181;175;1240;9.249;1240;9.249
optim_instances/Instance_MAP1B_0_1.dat;19;13;40;0.061;40;0.061
optim_instances/Instance_MAP1B_0_2.dat;19;13;160;0.058;160;0.058
optim_instances/Instance_MAP1B_0_3.dat;19;13;30;0.052;30;0.052
optim_instances/Instance_MAP1B_1_1.dat;13;23;40;0.028;40;0.028
optim_instances/Instance_MAP1B_1_2.dat;13;23;170;0.036;170;0.036
optim_instances/Instance_MAP1B_1_3.dat;13;23;30;0.028;30;0.028
optim_instances/Instance_MAP1B_2_1.dat;30;24;60;0.055;60;0.055
optim_instances/Instance_MAP1B_2_2.dat;30;24;120;0.095;120;0.095
optim_instances/Instance_MAP1B_2_3.dat;30;24;40;0.097;40;0.097
optim_instances/Instance_MAP2B_0_1.dat;22;24;60;0.061;60;0.061
optim_instances/Instance_MAP2B_0_2.dat;22;24;400;0.052;400;0.052
optim_instances/Instance_MAP2B_0_3.dat;22;24;40;0.057;40;0.057
optim_instances/Instance_MAP2B_1_1.dat;39;35;130;0.067;130;0.068
optim_instances/Instance_MAP2B_1_2.dat;39;35;1090;0.09;1090;0.09
optim_instances/Instance_MAP2B_1_3.dat;39;35;80;5.058;80;5.058
optim_instances/Instance_MAP2B_2_1.dat;47;56;120;0.187;120;0.187
optim_instances/Instance_MAP2B_2_2.dat;47;56;710;0.171;710;0.171
optim_instances/Instance_MAP2B_2_3.dat;47;56;70;3.773;70;3.773
optim_instances/Instance_MAP3B_0_1.dat;18;25;50;0.041;50;0.041
optim_instances/Instance_MAP3B_0_2.dat;18;25;310;0.063;310;0.063
optim_instances/Instance_MAP3B_0_3.dat;18;25;40;0.033;40;0.033
optim_instances/Instance_MAP3B_1_1.dat;45;40;60;0.198;60;0.198
optim_instances/Instance_MAP3B_1_2.dat;45;40;240;0.255;240;0.255
optim_instances/Instance_MAP3B_1_3.dat;45;40;60;0.203;60;0.203
optim_instances/Instance_MAP3B_2_1.dat;73;62;170;0.461;170;0.461
optim_instances/Instance_MAP3B_2_2.dat;73;62;1080;0.352;1080;0.352
optim_instances/Instance_MAP3B_2_3.dat;73;62;130;4.419;130;4.419
optim_instances/Instance_MAP4B_0_1.dat;26;38;70;0.063;70;0.063
optim_instances/Instance_MAP4B_0_2.dat;26;38;300;0.072;300;0.072
optim_instances/Instance_MAP4B_0_3.dat;26;38;40;1.179;40;1.179
optim_instances/Instance_MAP4B_1_1.dat;41;36;180;0.067;180;0.067
optim_instances/Instance_MAP4B_1_2.dat;41;36;1480;0.073;1480;0.073
optim_instances/Instance_MAP4B_1_3.dat;41;36;400;0.098;400;0.098
optim_instances/Instance_MAP4B_2_1.dat;56;41;230;0.125;230;0.125
optim_instances/Instance_MAP4B_2_2.dat;56;41;1920;0.137;1920;0.137
optim_instances/Instance_MAP4B_2_3.dat;56;41;150;0.317;150;0.317
optim_instances/Instance_MAP5B_0_1.dat;45;39;130;3.125;130;3.125
optim_instances/Instance_MAP5B_0_2.dat;45;39;850;0.153;850;0.153
optim_instances/Instance_MAP5B_0_3.dat;45;39;560;2.566;560;2.566
optim_instances/Instance_MAP5B_1_1.dat;78;70;150;0.659;150;0.659
optim_instances/Instance_MAP5B_1_2.dat;78;70;230;0.427;230;0.427
optim_instances/Instance_MAP5B_1_3.dat;78;70;110;1.669;110;1.669
optim_instances/Instance_MAP5B_2_1.dat;101;115;210;1.657;210;1.657
optim_instances/Instance_MAP5B_2_2.dat;101;115;440;0.789;440;0.789
optim_instances/Instance_MAP5B_2_3.dat;101;115;280;5.603;280;5.603
optim_instances/Instance_MAP6B_0_1.dat;92;84;170;1.801;170;1.801
optim_instances/Instance_MAP6B_0_2.dat;92;84;1780;0.947;1780;0.947
optim_instances/Instance_MAP6B_0_3.dat;92;84;140;2.814;140;2.814
optim_instances/Instance_MAP6B_1_1.dat;112;155;450;0.743;450;0.743
optim_instances/Instance_MAP6B_1_2.dat;112;155;2460;0.665;2460;0.665
optim_instances/Instance_MAP6B_1_3.dat;112;155;1500;1.988;710;171.472
optim_instances/Instance_MAP6B_2_1.dat;181;175;390;3.072;390;3.072
optim_instances/Instance_MAP6B_2_2.dat;181;175;2680;2.14;2680;2.14
optim_instances/Instance_MAP6B_2_3.dat;181;175;1240;14.22;1240;14.22
